date,region,state_po,candidate,party,voteshare,ev
11/2/1948,Nevada,NV,Dewey,republican,47.26081427,
11/2/1948,Nevada,NV,Truman,democrat,50.37429367,
11/2/1948,Nevada,NV,Thurmond,independent,0,
11/2/1948,Nevada,NV,Wallace,independent,2.364892059,
11/2/1948,Nevada,NV,Other,independent,0,
11/2/1948,New Hampshire,NH,Dewey,republican,52.41055997,
11/2/1948,New Hampshire,NH,Truman,democrat,46.66220187,
11/2/1948,New Hampshire,NH,Thurmond,independent,0.003024541998,
11/2/1948,New Hampshire,NH,Wallace,independent,0.8511925337,
11/2/1948,New Hampshire,NH,Other,independent,0.07302108538,
11/2/1948,New Jersey,NJ,Dewey,republican,50.32553583,
11/2/1948,New Jersey,NJ,Truman,democrat,45.93125098,
11/2/1948,New Jersey,NJ,Thurmond,independent,0,
11/2/1948,New Jersey,NJ,Wallace,independent,2.189371421,
11/2/1948,New Jersey,NJ,Other,independent,1.553841774,
11/2/1948,New Mexico,NM,Dewey,republican,42.92831827,
11/2/1948,New Mexico,NM,Truman,democrat,56.37886701,
11/2/1948,New Mexico,NM,Thurmond,independent,0,
11/2/1948,New Mexico,NM,Wallace,independent,0.554358692,
11/2/1948,New Mexico,NM,Other,independent,0.1384560282,
11/2/1948,New York,NY,Dewey,republican,45.98465777,
11/2/1948,New York,NY,Truman,democrat,44.99802703,
11/2/1948,New York,NY,Thurmond,independent,0.0002589624475,
11/2/1948,New York,NY,Wallace,independent,8.247290363,
11/2/1948,New York,NY,Other,independent,0.7697658753,
11/2/1948,North Carolina,NC,Dewey,republican,32.68061915,
11/2/1948,North Carolina,NC,Truman,democrat,58.02133191,
11/2/1948,North Carolina,NC,Thurmond,independent,8.803236566,
11/2/1948,North Carolina,NC,Wallace,independent,0.4948123694,
11/2/1948,North Carolina,NC,Other,independent,0,
11/2/1948,North Dakota,ND,Dewey,republican,52.16613204,
11/2/1948,North Dakota,ND,Truman,democrat,43.40963048,
11/2/1948,North Dakota,ND,Thurmond,independent,0.1694485221,
11/2/1948,North Dakota,ND,Wallace,independent,3.801718045,
11/2/1948,North Dakota,ND,Other,independent,0.4530709147,
11/2/1948,Ohio,OH,Dewey,republican,49.23872754,
11/2/1948,Ohio,OH,Truman,democrat,49.48078572,
11/2/1948,Ohio,OH,Thurmond,independent,0,
11/2/1948,Ohio,OH,Wallace,independent,1.280486746,
11/2/1948,Ohio,OH,Other,independent,0,
11/2/1948,Oklahoma,OK,Dewey,republican,37.25296183,
11/2/1948,Oklahoma,OK,Truman,democrat,62.74703817,
11/2/1948,Oklahoma,OK,Thurmond,independent,0,
11/2/1948,Oklahoma,OK,Wallace,independent,0,
11/2/1948,Oklahoma,OK,Other,independent,0,
11/2/1948,Oregon,OR,Dewey,republican,49.7832392,
11/2/1948,Oregon,OR,Truman,democrat,46.39501603,
11/2/1948,Oregon,OR,Thurmond,independent,0,
11/2/1948,Oregon,OR,Wallace,independent,2.857960617,
11/2/1948,Oregon,OR,Other,independent,0.9637841551,
11/2/1948,Pennsylvania,PA,Dewey,republican,50.92695122,
11/2/1948,Pennsylvania,PA,Truman,democrat,46.91717704,
11/2/1948,Pennsylvania,PA,Thurmond,independent,0,
11/2/1948,Pennsylvania,PA,Wallace,independent,1.476808951,
11/2/1948,Pennsylvania,PA,Other,independent,0.6790627841,
11/2/1948,Rhode Island,RI,Dewey,republican,41.43612184,
11/2/1948,Rhode Island,RI,Truman,democrat,57.59378948,
11/2/1948,Rhode Island,RI,Thurmond,independent,0,
11/2/1948,Rhode Island,RI,Wallace,independent,0.7992017138,
11/2/1948,Rhode Island,RI,Other,independent,0.1708869644,
11/2/1948,South Carolina,SC,Dewey,republican,3.777766867,
11/2/1948,South Carolina,SC,Truman,democrat,24.14446136,
11/2/1948,South Carolina,SC,Thurmond,independent,71.96905402,
11/2/1948,South Carolina,SC,Wallace,independent,0.1080163568,
11/2/1948,South Carolina,SC,Other,independent,0.000701404914,
11/2/1948,South Dakota,SD,Dewey,republican,51.83862778,
11/2/1948,South Dakota,SD,Truman,democrat,47.04144259,
11/2/1948,South Dakota,SD,Thurmond,independent,0,
11/2/1948,South Dakota,SD,Wallace,independent,1.11992963,
11/2/1948,South Dakota,SD,Other,independent,0,
11/2/1948,Tennessee,TN,Dewey,republican,36.87448095,
11/2/1948,Tennessee,TN,Truman,democrat,49.1387159,11
11/2/1948,Tennessee,TN,Thurmond,independent,13.41400697,1
11/2/1948,Tennessee,TN,Wallace,independent,0.3387347965,
11/2/1948,Tennessee,TN,Other,independent,0.234061383,
11/2/1948,Texas,TX,Dewey,republican,24.28839665,
11/2/1948,Texas,TX,Truman,democrat,65.96877621,
11/2/1948,Texas,TX,Thurmond,independent,9.106217865,
11/2/1948,Texas,TX,Wallace,independent,0.3137425646,
11/2/1948,Texas,TX,Other,independent,0.3228667106,
11/2/1948,Utah,UT,Dewey,republican,45.02343425,
11/2/1948,Utah,UT,Truman,democrat,53.98056496,
11/2/1948,Utah,UT,Thurmond,independent,0,
11/2/1948,Utah,UT,Wallace,independent,0.969580717,
11/2/1948,Utah,UT,Other,independent,0.02642007926,
11/2/1948,Vermont,VT,Dewey,republican,61.53733932,
11/2/1948,Vermont,VT,Truman,democrat,36.92353828,
11/2/1948,Vermont,VT,Thurmond,independent,0,
11/2/1948,Vermont,VT,Wallace,independent,1.036617983,
11/2/1948,Vermont,VT,Other,independent,0.5025044172,
11/2/1948,Virginia,VA,Dewey,republican,41.04175015,
11/2/1948,Virginia,VA,Truman,democrat,47.89102601,
11/2/1948,Virginia,VA,Thurmond,independent,10.35000095,
11/2/1948,Virginia,VA,Wallace,independent,0.488245845,
11/2/1948,Virginia,VA,Other,independent,0.2289770451,
11/2/1948,Washington,WA,Dewey,republican,42.68395762,
11/2/1948,Washington,WA,Truman,democrat,52.61148721,
11/2/1948,Washington,WA,Thurmond,independent,0,
11/2/1948,Washington,WA,Wallace,independent,3.501650169,
11/2/1948,Washington,WA,Other,independent,1.202905004,
11/2/1948,West Virginia,WV,Dewey,republican,42.23719533,
11/2/1948,West Virginia,WV,Truman,democrat,57.320601,
11/2/1948,West Virginia,WV,Thurmond,independent,0,
11/2/1948,West Virginia,WV,Wallace,independent,0.4422036728,
11/2/1948,West Virginia,WV,Other,independent,0,
11/2/1948,Wisconsin,WI,Dewey,republican,46.28438283,
11/2/1948,Wisconsin,WI,Truman,democrat,50.69783835,
11/2/1948,Wisconsin,WI,Thurmond,independent,0,
11/2/1948,Wisconsin,WI,Wallace,independent,1.980106516,
11/2/1948,Wisconsin,WI,Other,independent,1.037672306,
11/2/1948,Wyoming,WY,Dewey,republican,47.2733547,
11/2/1948,Wyoming,WY,Truman,democrat,51.61843727,
11/2/1948,Wyoming,WY,Thurmond,independent,0,
11/2/1948,Wyoming,WY,Wallace,independent,0.9179196451,
11/2/1948,Wyoming,WY,Other,independent,0.1902883904,
11/2/1948,National Popular Vote,NPV,Dewey,republican,45.0691424342,
11/2/1948,National Popular Vote,NPV,Truman,democrat,49.5533611172,
11/2/1948,National Popular Vote,NPV,Thurmond,independent,2.409993818,
11/2/1948,National Popular Vote,NPV,Wallace,independent,2.3718379291,
11/4/1952,Alabama,AL,Eisenhower,republican,35.02088614,
11/4/1952,Alabama,AL,Stevenson,democrat,64.55341218,
11/4/1952,Alabama,AL,Other,independent,0.4257016803,
11/4/1952,Arizona,AZ,Eisenhower,republican,58.34977165,
11/4/1952,Arizona,AZ,Stevenson,democrat,41.65022835,
11/4/1952,Arizona,AZ,Other,independent,0,
11/4/1952,Arkansas,AR,Eisenhower,republican,43.76358696,
11/4/1952,Arkansas,AR,Stevenson,democrat,55.9041502,
11/4/1952,Arkansas,AR,Other,independent,0.3322628458,
11/4/1952,California,CA,Eisenhower,republican,56.34762903,
11/4/1952,California,CA,Stevenson,democrat,42.73847793,
11/4/1952,California,CA,Other,independent,0.9138930373,
11/4/1952,Colorado,CO,Eisenhower,republican,60.27300299,
11/4/1952,Colorado,CO,Stevenson,democrat,38.96251883,
11/4/1952,Colorado,CO,Other,independent,0.7644781885,
11/4/1952,Connecticut,CT,Eisenhower,republican,55.70296952,
11/4/1952,Connecticut,CT,Stevenson,democrat,43.90957881,
11/4/1952,Connecticut,CT,Other,independent,0.3874516711,
11/4/1952,Delaware,DE,Eisenhower,republican,51.75061054,
11/4/1952,Delaware,DE,Stevenson,democrat,47.87530527,
11/4/1952,Delaware,DE,Other,independent,0.3740841833,
11/4/1952,Florida,FL,Eisenhower,republican,54.98995792,
11/4/1952,Florida,FL,Stevenson,democrat,44.97456377,
11/4/1952,Florida,FL,Other,independent,0.03547830517,
11/4/1952,Georgia,GA,Eisenhower,republican,30.34127627,
11/4/1952,Georgia,GA,Stevenson,democrat,69.65857125,
11/4/1952,Georgia,GA,Other,independent,0.0001524848163,
11/4/1952,Idaho,ID,Eisenhower,republican,65.41335148,
11/4/1952,Idaho,ID,Stevenson,democrat,34.41796318,
11/4/1952,Idaho,ID,Other,independent,0.1686853403,
11/4/1952,Illinois,IL,Eisenhower,republican,54.8380985,
11/4/1952,Illinois,IL,Stevenson,democrat,44.94295767,
11/4/1952,Illinois,IL,Other,independent,0.2189438298,
11/4/1952,Indiana,IN,Eisenhower,republican,58.11100456,
11/4/1952,Indiana,IN,Stevenson,democrat,40.99216243,
11/4/1952,Indiana,IN,Other,independent,0.8968330073,
11/4/1952,Iowa,IA,Eisenhower,republican,63.75498218,
11/4/1952,Iowa,IA,Stevenson,democrat,35.58658641,
11/4/1952,Iowa,IA,Other,independent,0.6584314137,
11/4/1952,Kansas,KS,Eisenhower,republican,68.77096431,
11/4/1952,Kansas,KS,Stevenson,democrat,30.49613576,
11/4/1952,Kansas,KS,Other,independent,0.7328999315,
11/4/1952,Kentucky,KY,Eisenhower,republican,49.84443406,
11/4/1952,Kentucky,KY,Stevenson,democrat,49.91491701,
11/4/1952,Kentucky,KY,Other,independent,0.2406489264,
11/4/1952,Louisiana,LA,Eisenhower,republican,47.07785236,
11/4/1952,Louisiana,LA,Stevenson,democrat,52.92214764,
11/4/1952,Louisiana,LA,Other,independent,0,
11/4/1952,Maine,ME,Eisenhower,republican,66.04953011,
11/4/1952,Maine,ME,Stevenson,democrat,33.77223653,
11/4/1952,Maine,ME,Other,independent,0.1782333578,
11/4/1952,Maryland,MD,Eisenhower,republican,55.36397236,
11/4/1952,Maryland,MD,Stevenson,democrat,43.82534027,
11/4/1952,Maryland,MD,Other,independent,0.8106873715,
11/4/1952,Massachusetts,MA,Eisenhower,republican,54.22195538,
11/4/1952,Massachusetts,MA,Stevenson,democrat,45.46135392,
11/4/1952,Massachusetts,MA,Other,independent,0.316690708,
11/4/1952,Michigan,MI,Eisenhower,republican,55.43962821,
11/4/1952,Michigan,MI,Stevenson,democrat,43.97414843,
11/4/1952,Michigan,MI,Other,independent,0.586223358,
11/4/1952,Minnesota,MN,Eisenhower,republican,55.32587208,
11/4/1952,Minnesota,MN,Stevenson,democrat,44.10768382,
11/4/1952,Minnesota,MN,Other,independent,0.5664440954,
11/4/1952,Mississippi,MS,Eisenhower,republican,39.56334141,
11/4/1952,Mississippi,MS,Stevenson,democrat,60.43665859,
11/4/1952,Mississippi,MS,Other,independent,0,
11/4/1952,Missouri,MO,Eisenhower,republican,50.70811633,
11/4/1952,Missouri,MO,Stevenson,democrat,49.14373842,
11/4/1952,Missouri,MO,Other,independent,0.1481452511,
11/4/1952,Montana,MT,Eisenhower,republican,59.38567068,
11/4/1952,Montana,MT,Stevenson,democrat,40.07478201,
11/4/1952,Montana,MT,Other,independent,0.5395473085,
11/4/1952,Nebraska,NE,Eisenhower,republican,69.15379064,
11/4/1952,Nebraska,NE,Stevenson,democrat,30.84620936,
11/4/1952,Nebraska,NE,Other,independent,0,
11/4/1952,Nevada,NV,Eisenhower,republican,61.44543132,
11/4/1952,Nevada,NV,Stevenson,democrat,38.55456868,
11/4/1952,Nevada,NV,Other,independent,0,
11/4/1952,New Hampshire,NH,Eisenhower,republican,60.92214691,
11/4/1952,New Hampshire,NH,Stevenson,democrat,39.07785309,
11/4/1952,New Hampshire,NH,Other,independent,0,
11/4/1952,New Jersey,NJ,Eisenhower,republican,56.81266052,
11/4/1952,New Jersey,NJ,Stevenson,democrat,41.98715962,
11/4/1952,New Jersey,NJ,Other,independent,1.200179868,
11/4/1952,New Mexico,NM,Eisenhower,republican,55.39210756,
11/4/1952,New Mexico,NM,Stevenson,democrat,44.28225374,
11/4/1952,New Mexico,NM,Other,independent,0.3256387045,
11/4/1952,New York,NY,Eisenhower,republican,55.45288101,
11/4/1952,New York,NY,Stevenson,democrat,43.55353586,
11/4/1952,New York,NY,Other,independent,0.9935831294,
11/4/1952,North Carolina,NC,Eisenhower,republican,46.08988282,
11/4/1952,North Carolina,NC,Stevenson,democrat,53.91011718,
11/4/1952,North Carolina,NC,Other,independent,0,
11/4/1952,North Dakota,ND,Eisenhower,republican,70.97106176,
11/4/1952,North Dakota,ND,Stevenson,democrat,28.39183051,
11/4/1952,North Dakota,ND,Other,independent,0.6371077308,
11/4/1952,Ohio,OH,Eisenhower,republican,56.75569708,
11/4/1952,Ohio,OH,Stevenson,democrat,43.24430292,
11/4/1952,Ohio,OH,Other,independent,0,
11/4/1952,Oklahoma,OK,Eisenhower,republican,54.5894346,
11/4/1952,Oklahoma,OK,Stevenson,democrat,45.4105654,
11/4/1952,Oklahoma,OK,Other,independent,0,
11/4/1952,Oregon,OR,Eisenhower,republican,60.54378118,
11/4/1952,Oregon,OR,Stevenson,democrat,38.92892546,
11/4/1952,Oregon,OR,Other,independent,0.5272933665,
11/4/1952,Pennsylvania,PA,Eisenhower,republican,52.73532739,
11/4/1952,Pennsylvania,PA,Stevenson,democrat,46.85185602,
11/4/1952,Pennsylvania,PA,Other,independent,0.4128165897,
11/4/1952,Rhode Island,RI,Eisenhower,republican,50.88926846,
11/4/1952,Rhode Island,RI,Stevenson,democrat,49.0455925,
11/4/1952,Rhode Island,RI,Other,independent,0.06513903565,
11/4/1952,South Carolina,SC,Eisenhower,republican,49.27848109,
11/4/1952,South Carolina,SC,Stevenson,democrat,50.72151891,
11/4/1952,South Carolina,SC,Other,independent,0,
11/4/1952,South Dakota,SD,Eisenhower,republican,69.27243504,
11/4/1952,South Dakota,SD,Stevenson,democrat,30.72756496,
11/4/1952,South Dakota,SD,Other,independent,0,
11/4/1952,Tennessee,TN,Eisenhower,republican,49.98549106,
11/4/1952,Tennessee,TN,Stevenson,democrat,49.71245405,
11/4/1952,Tennessee,TN,Other,independent,0.302054892,
11/4/1952,Texas,TX,Eisenhower,republican,53.12652641,
11/4/1952,Texas,TX,Stevenson,democrat,46.68849768,
11/4/1952,Texas,TX,Other,independent,0.1849759098,
11/4/1952,Utah,UT,Eisenhower,republican,58.9250927,
11/4/1952,Utah,UT,Stevenson,democrat,41.0749073,
11/4/1952,Utah,UT,Other,independent,0,
11/4/1952,Vermont,VT,Eisenhower,republican,71.45034092,
11/4/1952,Vermont,VT,Stevenson,democrat,28.23381546,
11/4/1952,Vermont,VT,Other,independent,0.3158436281,
11/4/1952,Virginia,VA,Eisenhower,republican,56.32454344,
11/4/1952,Virginia,VA,Stevenson,democrat,43.3567483,
11/4/1952,Virginia,VA,Other,independent,0.3187082553,
11/4/1952,Washington,WA,Eisenhower,republican,54.33052086,
11/4/1952,Washington,WA,Stevenson,democrat,44.69406225,
11/4/1952,Washington,WA,Other,independent,0.9754168828,
11/4/1952,West Virginia,WV,Eisenhower,republican,48.0763507,
11/4/1952,West Virginia,WV,Stevenson,democrat,51.9236493,
11/4/1952,West Virginia,WV,Other,independent,0,
11/4/1952,Wisconsin,WI,Eisenhower,republican,60.95323417,
11/4/1952,Wisconsin,WI,Stevenson,democrat,38.70764043,
11/4/1952,Wisconsin,WI,Other,independent,0.3391254036,
11/4/1952,Wyoming,WY,Eisenhower,republican,62.70512414,
11/4/1952,Wyoming,WY,Stevenson,democrat,37.08597999,
11/4/1952,Wyoming,WY,Other,independent,0.2088958693,
11/4/1952,National Popular Vote,NPV,Eisenhower,republican,55.135715596,
11/4/1952,National Popular Vote,NPV,Stevenson,democrat,44.3769469142,
11/6/1956,Alabama,AL,Eisenhower,republican,39.38527304,
11/6/1956,Alabama,AL,Stevenson,democrat,56.52251792,10
11/6/1956,Alabama,AL,Jones,dixiecrat,0,1
11/6/1956,Alabama,AL,Other,independent,4.092209044,
11/6/1956,Arizona,AZ,Eisenhower,republican,60.99464802,
11/6/1956,Arizona,AZ,Stevenson,democrat,38.90093151,
11/6/1956,Arizona,AZ,Other,independent,0.1044204664,
11/6/1956,Arkansas,AR,Eisenhower,republican,45.81894474,
11/6/1956,Arkansas,AR,Stevenson,democrat,52.45737532,
11/6/1956,Arkansas,AR,Other,independent,1.723679939,
11/6/1956,California,CA,Eisenhower,republican,55.38732848,
11/6/1956,California,CA,Stevenson,democrat,44.27328631,
11/6/1956,California,CA,Other,independent,0.3393852028,
11/6/1956,Colorado,CO,Eisenhower,republican,59.49245484,
11/6/1956,Colorado,CO,Stevenson,democrat,39.81410823,
11/6/1956,Colorado,CO,Other,independent,0.6934369316,
11/6/1956,Connecticut,CT,Eisenhower,republican,63.72067126,
11/6/1956,Connecticut,CT,Stevenson,democrat,36.260978,
11/6/1956,Connecticut,CT,Other,independent,0.01835074267,
11/6/1956,Delaware,DE,Eisenhower,republican,55.09191631,
11/6/1956,Delaware,DE,Stevenson,democrat,44.62154752,
11/6/1956,Delaware,DE,Other,independent,0.286536171,
11/6/1956,Florida,FL,Eisenhower,republican,57.27072993,
11/6/1956,Florida,FL,Stevenson,democrat,42.72927007,
11/6/1956,Florida,FL,Other,independent,0,
11/6/1956,Georgia,GA,Eisenhower,republican,32.65388557,
11/6/1956,Georgia,GA,Stevenson,democrat,66.4818834,
11/6/1956,Georgia,GA,Other,independent,0.8642310243,
11/6/1956,Idaho,ID,Eisenhower,republican,61.16693347,
11/6/1956,Idaho,ID,Stevenson,democrat,38.78104979,
11/6/1956,Idaho,ID,Other,independent,0.05201674793,
11/6/1956,Illinois,IL,Eisenhower,republican,59.52087021,
11/6/1956,Illinois,IL,Stevenson,democrat,40.28858692,
11/6/1956,Illinois,IL,Other,independent,0.1905428748,
11/6/1956,Indiana,IN,Eisenhower,republican,59.90108411,
11/6/1956,Indiana,IN,Stevenson,democrat,39.69944399,
11/6/1956,Indiana,IN,Other,independent,0.3994718949,
11/6/1956,Iowa,IA,Eisenhower,republican,59.06433364,
11/6/1956,Iowa,IA,Stevenson,democrat,40.65062646,
11/6/1956,Iowa,IA,Other,independent,0.2850399007,
11/6/1956,Kansas,KS,Eisenhower,republican,65.44099058,
11/6/1956,Kansas,KS,Stevenson,democrat,34.20714511,
11/6/1956,Kansas,KS,Other,independent,0.3518643152,
11/6/1956,Kentucky,KY,Eisenhower,republican,54.29771163,
11/6/1956,Kentucky,KY,Stevenson,democrat,45.21263422,
11/6/1956,Kentucky,KY,Other,independent,0.489654158,
11/6/1956,Louisiana,LA,Eisenhower,republican,53.28316687,
11/6/1956,Louisiana,LA,Stevenson,democrat,39.50763023,
11/6/1956,Louisiana,LA,Other,independent,7.209202907,
11/6/1956,Maine,ME,Eisenhower,republican,70.86543875,
11/6/1956,Maine,ME,Stevenson,democrat,29.13456125,
11/6/1956,Maine,ME,Other,independent,0,
11/6/1956,Maryland,MD,Eisenhower,republican,60.03511553,
11/6/1956,Maryland,MD,Stevenson,democrat,39.96488447,
11/6/1956,Maryland,MD,Other,independent,0,
11/6/1956,Massachusetts,MA,Eisenhower,republican,59.32269281,
11/6/1956,Massachusetts,MA,Stevenson,democrat,40.37417831,
11/6/1956,Massachusetts,MA,Other,independent,0.3031288828,
11/6/1956,Michigan,MI,Eisenhower,republican,55.62943683,
11/6/1956,Michigan,MI,Stevenson,democrat,44.1458246,
11/6/1956,Michigan,MI,Other,independent,0.2247385787,
11/6/1956,Minnesota,MN,Eisenhower,republican,53.67905344,
11/6/1956,Minnesota,MN,Stevenson,democrat,46.08378327,
11/6/1956,Minnesota,MN,Other,independent,0.2371632942,
11/6/1956,Mississippi,MS,Eisenhower,republican,24.4550653,
11/6/1956,Mississippi,MS,Stevenson,democrat,58.23033742,
11/6/1956,Mississippi,MS,Other,independent,17.31459728,
11/6/1956,Missouri,MO,Eisenhower,republican,49.89129972,
11/6/1956,Missouri,MO,Stevenson,democrat,50.10870028,
11/6/1956,Missouri,MO,Other,independent,0,
11/6/1956,Montana,MT,Eisenhower,republican,57.13479686,
11/6/1956,Montana,MT,Stevenson,democrat,42.86520314,
11/6/1956,Montana,MT,Other,independent,0,
11/6/1956,Nebraska,NE,Eisenhower,republican,65.51442725,
11/6/1956,Nebraska,NE,Stevenson,democrat,34.48557275,
11/6/1956,Nebraska,NE,Other,independent,0,
11/6/1956,Nevada,NV,Eisenhower,republican,57.96833145,
11/6/1956,Nevada,NV,Stevenson,democrat,42.03166855,
11/6/1956,Nevada,NV,Other,independent,0,
11/6/1956,New Hampshire,NH,Eisenhower,republican,66.11347071,
11/6/1956,New Hampshire,NH,Stevenson,democrat,33.84495532,
11/6/1956,New Hampshire,NH,Other,independent,0.04157396795,
11/6/1956,New Jersey,NJ,Eisenhower,republican,64.68358242,
11/6/1956,New Jersey,NJ,Stevenson,democrat,34.22826924,
11/6/1956,New Jersey,NJ,Other,independent,1.088148349,
11/6/1956,New Mexico,NM,Eisenhower,republican,57.8073927,
11/6/1956,New Mexico,NM,Stevenson,democrat,41.78303915,
11/6/1956,New Mexico,NM,Other,independent,0.4095681419,
11/6/1956,New York,NY,Eisenhower,republican,61.18898076,
11/6/1956,New York,NY,Stevenson,democrat,38.77962358,
11/6/1956,New York,NY,Other,independent,0.03139566489,
11/6/1956,North Carolina,NC,Eisenhower,republican,49.33647451,
11/6/1956,North Carolina,NC,Stevenson,democrat,50.66352549,
11/6/1956,North Carolina,NC,Other,independent,0,
11/6/1956,North Dakota,ND,Eisenhower,republican,61.72108461,
11/6/1956,North Dakota,ND,Stevenson,democrat,38.08875118,
11/6/1956,North Dakota,ND,Other,independent,0.1901642184,
11/6/1956,Ohio,OH,Eisenhower,republican,61.11420981,
11/6/1956,Ohio,OH,Stevenson,democrat,38.88579019,
11/6/1956,Ohio,OH,Other,independent,0,
11/6/1956,Oklahoma,OK,Eisenhower,republican,55.13108745,
